date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag
13-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,146,41,43,60,2,1,48.9,0.98,1
14-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,140,48,48,61,0,0.86,42.9,1.64,1
15-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,155,61,48,64,0,1,58.9,1.17,1
16-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,78,5,5,7,61,0.88,15.3,2.75,0
17-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,155,55,51,46,3,0.95,25.6,2.55,1
18-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,93,11,4,15,63,0.75,24.5,0.96,1
19-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,99,6,3,15,75,0.7,27.6,0.6,1
20-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,99,5,4,17,73,0.75,39.3,2.72,1
21-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,78,5,2,7,64,0.63,36.3,2.47,0
22-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,99,10,3,20,66,0.74,45.3,1.87,1
23-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,105,8,3,14,80,0.95,29.6,1.64,1
24-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,83,4,4,11,64,0.8,39,0.67,1
25-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,89,6,3,11,69,0.73,51.7,2.33,1
26-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,91,8,3,9,71,0.61,29.3,2.36,1
27-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,90,7,6,13,64,0.9,38.2,2.24,1
28-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,75,3,1,12,59,0.98,40.4,0.77,1
29-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,105,7,2,24,72,0.73,23.9,2,1
30-11-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,60,0,1,6,53,0.95,54.2,2.58,0
01-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,90,8,2,16,64,0.95,23.4,1.77,1
02-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,78,4,1,9,64,0.63,54.9,2.59,0
03-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,105,5,3,13,84,0.96,20.9,2.18,1
04-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,88,3,3,13,69,0.83,32.4,2.25,1
05-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,122,13,6,25,78,0.84,48.1,0.86,1
06-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,93,6,3,15,69,0.73,44.2,1.76,1
07-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,76,5,3,10,58,0.64,40.6,2.02,0
08-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,104,7,1,13,83,0.69,51.8,0.65,1
09-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,98,6,8,6,78,1,41.8,1.76,1
10-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,97,5,6,15,71,0.93,36,1.71,1
11-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,80,2,1,4,73,0.97,24.8,0.88,0
12-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,101,7,5,20,69,0.97,24.6,1.91,1
13-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,96,10,7,17,62,0.73,34.8,2.17,1
14-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,88,3,3,7,75,0.59,38.7,2.29,0
15-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,105,9,5,15,76,0.61,43.2,1.68,1
16-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,92,7,4,16,65,0.73,31.3,2.26,1
17-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,112,5,13,16,78,0.98,49.2,2.02,1
18-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,86,6,5,10,65,0.61,17.3,1.49,1
19-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,81,3,5,7,66,0.63,33.7,1.99,0
20-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,93,7,6,11,69,0.85,27.1,0.8,1
21-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,78,3,1,7,67,0.9,17.6,2.3,0
22-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,89,5,3,14,67,0.96,40.1,1.11,1
23-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,92,7,7,14,64,0.95,35.4,2.09,1
24-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,95,7,8,12,68,0.7,50.3,1.21,1
25-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,100,5,11,15,69,0.84,32.4,2.54,1
26-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,82,2,3,7,70,0.88,24.1,1.55,0
27-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,97,5,4,15,73,0.61,42.1,0.97,1
28-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,84,3,5,11,65,0.9,46.5,2.72,1
29-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,121,9,9,20,83,0.96,25,2.41,1
30-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,105,5,4,10,86,0.63,46.1,0.94,0
31-12-2025,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,70,3,7,7,53,0.79,38.9,1.12,1
01-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,93,4,7,14,68,0.6,47.2,1.93,1
02-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,99,7,4,15,73,0.83,59.1,2.07,1
03-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,88,6,3,6,73,0.95,50.1,2.34,1
04-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,101,5,9,4,83,0.72,43.3,2.19,1
05-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,89,5,5,12,67,0.86,55.2,1.38,1
06-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,87,7,5,10,65,0.87,30.2,2.54,1
07-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,98,5,3,16,74,0.68,36.4,2.4,1
08-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,87,4,3,9,71,0.68,15.1,1.07,0
09-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,104,12,7,10,75,0.81,33.4,1.49,1
10-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,90,7,7,10,66,0.84,45.8,1.76,1
11-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,106,7,7,20,72,0.91,35.9,1.46,1
12-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,86,3,2,15,66,0.79,46.7,2.78,1
13-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,147,53,36,54,4,0.91,38.9,2.15,1
14-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,154,44,37,58,15,1,33.1,2.74,1
15-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,140,55,34,42,9,1,40.1,2.36,1
16-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,132,36,30,50,16,1,41.4,1.78,1
17-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,139,39,39,61,0,1,39.5,1.47,1
18-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,123,34,35,37,17,0.86,38,0.93,1
19-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,146,45,41,63,0,1,52.4,1.28,1
20-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,152,55,45,60,0,0.84,43.3,1.91,1
21-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,149,48,48,50,3,1,38.6,2.18,1
22-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,128,38,34,43,13,0.99,25.8,1.05,1
23-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,150,52,32,65,1,1,53.8,2.45,1
24-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,86,3,2,11,70,0.69,49.5,2.03,1
25-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,105,14,9,21,61,0.91,54.4,1.83,1
26-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,87,7,7,8,65,0.69,50.5,2.63,1
27-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,86,4,0,14,68,0.84,49.2,1.88,1
28-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,70,5,4,11,50,0.64,37.4,1.8,1
29-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,107,6,20,8,73,0.97,18,0.97,1
30-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,91,2,3,10,76,0.64,43.7,1.9,0
31-01-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,81,3,4,8,66,0.6,39.8,2.1,0
01-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,99,8,5,20,66,0.84,54.5,2.01,1
02-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,109,9,5,13,82,0.68,51.7,1.3,1
03-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,73,5,2,9,57,0.95,36,0.95,0
04-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,88,3,4,13,68,0.71,31.4,0.96,1
05-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,91,8,4,11,68,0.82,44.6,1.93,1
06-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,112,9,6,18,79,0.84,27.3,1.28,1
07-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,90,5,5,6,74,0.81,38.7,0.7,0
08-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,76,6,4,8,58,0.81,33.9,2.31,1
09-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,78,6,3,13,56,0.75,33.3,1.1,1
10-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,95,3,1,12,79,0.67,34.9,2.8,1
11-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,83,5,2,10,66,0.81,44.3,2.77,0
12-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,112,8,4,15,85,0.7,42.6,0.85,1
13-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,88,4,2,13,69,0.89,53.2,2.72,1
14-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,86,4,2,10,70,0.8,37.5,2.79,0
15-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,99,6,9,5,79,0.71,38,0.71,1
16-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,91,6,1,14,70,0.98,32.4,1.06,1
17-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,87,5,3,12,67,0.9,38.1,2.23,1
18-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,88,5,3,13,67,0.82,26.5,1.58,1
19-02-2026,PUB_KGMU_LKO,King George’s Medical University,public,Lucknow,Uttar Pradesh,87,4,5,12,66,0.66,42.5,1.5,1
24-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,69,4,1,5,59,0.6,50.2,2.54,0
25-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,92,6,7,1,78,0.71,34.4,0.71,1
26-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,92,7,8,10,67,0.84,37.1,0.99,1
27-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,92,14,3,14,61,0.86,20.4,1.57,1
28-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,77,3,2,6,66,0.62,49.7,1.57,0
29-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,85,6,2,6,71,0.71,33.3,2.14,1
30-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,94,12,4,12,66,0.61,26.2,1.74,1
31-08-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,75,3,5,5,62,0.83,38.1,0.73,0
01-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,85,6,4,6,69,0.8,51.9,1.85,1
02-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,82,5,3,6,68,0.77,21.6,2.66,0
03-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,74,5,3,5,61,0.83,34.4,2.36,0
04-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,78,9,3,8,58,0.67,13.9,1.77,1
05-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,87,9,7,7,64,0.78,38.3,1.01,1
06-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,75,7,4,9,55,0.73,46.2,0.88,1
07-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,86,6,5,8,67,0.87,42.6,2.8,1
08-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,83,9,7,14,53,0.79,41.6,0.78,1
09-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,83,7,5,7,64,0.88,39.5,1.1,1
10-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,89,10,12,5,62,0.65,35.4,1.65,1
11-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,81,5,12,7,57,0.73,44.1,1.65,1
12-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,68,5,3,6,54,0.86,42.9,2.45,0
13-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,105,12,2,14,77,0.85,43.8,1.65,1
14-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,69,5,1,9,54,0.78,47.9,0.93,0
15-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,100,9,17,11,63,0.75,32.6,1.04,1
16-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,82,4,2,4,72,0.65,57.4,1.77,0
17-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,91,5,7,9,70,0.62,47.9,1.72,1
18-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,81,6,4,9,62,0.81,22.1,2.23,1
19-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,73,5,5,7,56,0.9,48.4,1.04,0
20-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,85,6,8,6,65,0.67,22.7,1.65,1
21-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,98,10,14,8,66,0.86,34.7,1.29,1
22-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,81,5,6,8,62,0.62,46.5,1.56,0
23-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,78,3,4,0,71,0.68,48.2,1.04,0
24-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,84,7,4,8,65,0.77,56.1,0.97,1
25-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,103,12,10,13,68,0.64,42.8,1.86,1
26-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,99,15,5,9,70,1,31.8,2.56,1
27-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,69,2,3,1,63,0.8,36.5,1.83,0
28-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,78,3,4,6,65,0.69,53.4,2.28,0
29-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,75,6,4,5,60,0.96,47.2,0.99,1
30-09-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,73,9,13,9,42,0.74,25.7,2.19,1
01-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,79,5,3,9,62,0.79,33.2,2.4,0
02-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,86,5,6,7,68,0.61,30.6,1.32,0
03-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,92,4,14,4,70,0.93,37.2,2.61,1
04-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,85,3,9,5,68,0.73,46.7,1.64,1
05-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,80,3,2,4,71,0.6,34.2,2.13,0
06-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,79,4,5,2,68,0.79,28.6,2.67,0
07-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,77,3,6,5,63,0.63,24.9,1.22,0
08-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,136,49,36,51,0,0.76,40.8,0.69,1
09-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,129,39,28,44,18,1,23.1,1.92,1
10-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,122,39,36,38,9,0.76,20.8,1.34,1
11-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,159,40,48,67,4,0.89,35.6,0.71,1
12-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,158,44,55,60,0,0.88,37,1.77,1
13-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,161,50,46,70,0,1,24.9,0.84,1
14-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,136,54,32,59,0,1,20.7,1.43,1
15-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,131,39,32,42,18,0.91,40.7,0.77,1
16-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,141,46,39,47,9,0.98,40.6,0.94,1
17-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,119,44,24,38,13,1,29.8,0.96,1
18-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,134,33,31,53,17,0.9,46.5,1.83,1
19-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,72,3,6,4,59,0.82,50.3,1.2,0
20-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,64,3,4,4,53,0.69,18.2,2.6,0
21-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,84,7,10,4,63,0.79,40,2.24,1
22-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,79,5,3,4,67,0.82,33.6,2.62,0
23-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,77,3,1,12,61,0.84,48.1,0.91,1
24-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,90,1,3,2,84,0.66,28.9,2.53,0
25-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,75,2,1,3,69,0.77,40.7,0.82,0
26-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,149,54,37,48,10,0.78,43.7,2.29,1
27-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,129,49,43,45,0,0.85,23.3,2.45,1
28-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,116,39,39,38,0,0.83,32,2.34,1
29-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,139,53,32,56,0,1,28.8,2.64,1
30-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,126,48,32,45,1,0.85,42,1.27,1
31-10-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,130,43,38,53,0,1,38.5,1.52,1
01-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,112,35,26,33,18,0.87,48.3,1.36,1
02-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,129,49,33,38,9,0.75,56.1,1.55,1
03-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,128,41,35,54,0,0.8,22.5,1.72,1
04-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,75,8,2,8,57,0.96,40.9,1.37,1
05-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,87,4,2,4,77,0.8,49.4,0.73,0
06-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,84,4,6,9,65,0.9,35.4,2.69,0
07-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,73,1,4,1,67,0.71,20.7,1.66,0
08-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,77,3,8,3,63,0.73,40.4,1.13,1
09-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,89,3,1,8,77,0.78,42,1.5,0
10-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,74,7,3,4,60,0.78,40.8,2.33,1
11-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,64,4,6,4,50,0.86,53.5,2.09,0
12-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,81,4,4,4,69,0.98,40.3,1.43,0
13-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,86,7,4,3,72,0.77,41.3,1.99,1
14-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,74,3,3,5,63,0.69,30.8,0.72,0
15-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,83,4,11,6,62,0.81,37.6,2.16,1
16-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,78,6,2,5,65,0.59,28.9,1.33,1
17-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,83,3,5,4,71,0.72,33,0.98,0
18-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,82,3,3,2,74,0.93,43.9,1.89,0
19-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,77,5,7,8,57,0.8,42.8,2.74,1
20-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,79,0,2,4,73,0.95,41.5,2.04,0
21-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,77,5,4,6,62,0.94,48.1,1.75,0
22-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,71,2,2,5,62,0.71,42.1,0.82,0
23-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,80,3,3,4,70,0.78,34.3,1.9,0
24-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,76,3,5,2,66,0.89,41.2,2.33,0
25-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,100,4,8,10,78,0.64,48.5,2.55,1
26-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,87,3,7,3,74,0.73,57.5,1.59,1
27-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,73,4,1,3,65,0.65,43.9,0.9,0
28-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,79,8,4,4,63,0.91,29.4,2.48,1
29-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,93,5,9,6,73,0.73,35,2.2,1
30-11-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,91,6,12,4,69,0.76,25.5,0.67,1
01-12-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,81,7,4,5,65,0.65,48.7,2.04,1
02-12-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,82,4,7,3,68,0.64,27.8,2.65,1
03-12-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,76,5,5,6,60,0.77,53.4,1.06,0
04-12-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,75,1,6,1,67,0.73,37.5,1.87,0
05-12-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,77,4,8,5,60,0.75,52.2,2.41,1
06-12-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,82,5,10,8,59,0.8,35.3,2.08,1
07-12-2025,PUB_JIPMER_PDY,JIPMER,public,Puducherry,Puducherry,71,3,3,3,62,0.7,11.8,1.99,0
