date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile
09-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,30,2,1,1,26,0.69,34.9,2.79,0,default
10-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,5,3,3,24,0.98,35.8,1.9,0,default
11-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,34,4,3,2,25,0.98,29.4,2.57,0,default
12-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,2,1,2,36,0.6,31.8,1.21,0,default
13-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,39,3,3,3,30,0.94,48.3,0.72,0,default
14-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,29,1,2,1,25,0.86,16.5,1.8,0,default
15-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,49,5,2,1,41,0.72,40.2,2.27,0,default
16-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,42,3,4,1,34,0.84,50.8,1.93,0,default
17-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,32,2,3,1,26,0.63,11.3,2.22,0,default
18-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,28,3,2,0,23,0.97,29.3,2.78,0,default
19-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,27,4,2,2,19,0.62,39.1,2.56,0,default
20-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,54,16,17,22,0,0.85,37.6,2.19,1,default
21-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,63,21,13,21,8,0.82,49.5,0.78,1,default
22-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,68,26,17,24,1,1.0,38.7,0.8,1,default
23-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,49,19,16,19,0,1.0,35.2,2.23,1,default
24-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,44,14,12,19,0,0.98,29.4,2.27,1,default
25-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,53,21,13,20,0,0.79,43.8,1.25,1,default
26-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,54,20,14,18,2,1.0,32.0,1.27,1,default
27-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,40,10,13,16,1,1.0,31.2,1.18,1,default
28-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,1,1,1,30,0.6,34.6,2.69,0,default
29-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,55,20,11,21,3,0.89,32.1,2.63,1,default
30-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,37,5,5,1,26,0.82,35.0,2.54,0,default
31-10-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,36,4,2,2,28,0.67,51.3,1.73,0,default
01-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,47,13,11,17,6,0.83,35.5,1.24,1,default
02-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,58,15,20,19,4,0.87,38.1,1.98,1,default
03-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,63,21,14,27,1,0.83,38.9,1.49,1,default
04-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,51,14,14,15,8,0.92,38.7,1.29,1,default
05-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,50,17,12,18,3,0.85,55.1,1.12,1,default
06-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,56,14,19,23,0,0.99,49.0,2.3,1,default
07-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,52,15,10,21,6,1.0,42.5,1.93,1,default
08-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,53,16,13,18,6,0.92,41.4,2.74,1,default
09-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,12,10,12,7,0.76,37.9,1.02,1,default
10-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,56,15,13,22,6,0.79,23.1,1.13,1,default
11-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,53,16,10,18,9,0.88,41.6,0.86,1,default
12-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,27,2,1,1,23,0.86,59.7,2.65,0,default
13-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,31,3,4,1,23,0.73,10.2,2.54,0,default
14-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,4,4,5,22,0.89,54.7,1.51,0,default
15-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,32,4,2,1,25,0.75,42.0,2.55,0,default
16-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,60,20,14,19,7,1.0,35.0,0.8,1,default
17-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,3,2,2,26,0.79,27.9,2.4,0,default
18-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,5,2,1,33,0.8,26.3,0.95,0,default
19-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,50,16,16,20,0,1.0,59.5,0.92,1,default
20-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,56,20,12,23,1,0.78,42.7,0.79,1,default
21-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,55,17,17,24,0,0.86,41.9,1.98,1,default
22-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,58,17,20,20,1,1.0,34.9,0.78,1,default
23-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,52,14,17,21,0,0.78,30.9,0.94,1,default
24-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,47,17,12,16,2,1.0,36.0,0.72,1,default
25-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,58,17,11,20,10,1.0,34.5,1.97,1,default
26-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,58,22,20,22,0,0.93,49.5,2.51,1,default
27-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,63,23,15,23,2,0.8,35.2,1.78,1,default
28-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,49,6,4,4,35,0.89,37.4,2.24,1,default
29-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,2,1,2,30,0.62,32.5,2.36,0,default
30-11-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,31,2,1,1,27,0.73,44.0,2.45,0,default
01-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,32,3,2,1,26,0.82,41.1,0.72,0,default
02-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,40,2,2,1,35,0.8,28.6,2.4,0,default
03-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,50,4,7,1,38,0.81,23.9,2.01,1,default
04-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,36,4,1,2,29,0.79,22.4,2.1,0,default
05-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,2,2,1,28,0.72,44.3,1.82,0,default
06-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,2,6,1,26,0.79,47.5,2.76,0,default
07-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,2,2,1,30,0.63,31.0,2.02,0,default
08-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,4,2,3,32,0.84,39.4,2.29,0,default
09-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,3,3,2,25,0.84,33.4,2.48,0,default
10-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,34,1,1,1,31,0.62,48.4,2.46,0,default
11-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,2,2,2,27,0.89,27.8,0.67,0,default
12-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,40,3,3,1,33,0.6,36.6,0.9,0,default
13-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,25,2,2,1,20,0.83,56.7,1.92,0,default
14-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,2,3,0,30,0.74,29.1,1.64,0,default
15-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,29,1,1,1,26,0.67,53.2,1.78,0,default
16-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,51,6,5,2,38,0.79,40.2,2.57,1,default
17-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,48,4,2,4,38,0.81,18.2,1.04,0,default
18-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,28,2,2,1,23,0.89,39.7,2.24,0,default
19-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,2,2,1,36,0.81,30.8,1.06,0,default
20-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,30,3,2,2,23,0.98,39.5,2.05,0,default
21-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,2,1,1,29,0.92,31.2,2.23,0,default
22-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,32,2,3,0,27,0.68,39.1,2.24,0,default
23-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,39,4,5,2,28,0.99,31.7,1.93,0,default
24-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,39,4,2,4,29,0.93,51.6,2.07,0,default
25-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,37,4,2,1,30,0.82,45.6,1.73,0,default
26-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,3,2,2,28,0.75,32.8,2.44,0,default
27-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,32,4,2,1,25,0.69,48.2,0.84,0,default
28-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,27,2,1,0,24,0.83,39.0,1.82,0,default
29-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,3,1,1,28,0.89,29.9,1.37,0,default
30-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,34,3,1,2,28,0.83,19.6,2.2,0,default
31-12-2025,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,44,4,4,2,34,0.84,46.9,1.42,0,default
01-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,44,3,3,2,36,0.97,15.0,2.26,0,default
02-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,38,4,3,1,30,0.97,43.3,1.45,0,default
03-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,31,1,2,1,27,0.83,39.2,1.14,0,default
04-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,29,3,2,1,23,0.72,46.9,1.0,0,default
05-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,28,2,2,1,23,0.82,29.9,0.65,0,default
06-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,21,1,1,0,19,0.63,12.0,1.55,0,default
07-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,34,3,2,2,27,0.62,44.3,1.98,0,default
08-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,2,2,0,29,0.91,25.0,1.97,0,default
09-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,32,2,2,0,28,0.6,47.0,2.18,0,default
10-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,45,3,2,1,39,0.61,31.0,0.84,0,default
11-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,3,2,2,28,0.68,35.2,2.33,0,default
12-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,28,2,1,2,23,0.87,41.5,2.68,0,default
13-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,47,4,4,3,36,0.82,35.9,1.28,0,default
14-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,37,3,2,2,30,0.84,35.1,1.95,0,default
15-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,36,4,4,3,25,0.62,42.4,2.17,0,default
16-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,40,2,3,0,35,0.97,41.6,2.78,0,default
17-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,28,4,3,1,20,0.68,72.2,2.44,0,default
18-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,31,3,2,1,25,0.67,29.3,2.76,0,default
19-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,3,3,3,24,0.69,52.3,1.42,0,default
20-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,42,5,3,6,28,0.7,34.1,2.73,0,default
21-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,4,1,3,25,0.76,25.7,0.64,0,default
22-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,3,2,3,33,0.61,30.6,0.88,0,default
23-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,34,4,1,2,27,0.83,44.1,0.97,0,default
24-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,58,5,5,4,44,0.65,29.8,1.32,0,default
25-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,30,2,1,1,26,0.79,41.8,1.1,0,default
26-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,26,2,2,1,21,0.99,39.7,2.73,0,default
27-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,35,3,2,1,29,0.91,39.6,1.33,0,default
28-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,28,2,2,1,23,0.67,29.0,1.31,0,default
29-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,34,2,2,0,30,0.6,31.5,1.89,0,default
30-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,39,5,2,1,31,0.91,32.0,2.77,0,default
31-01-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,3,2,2,34,0.84,48.4,1.72,0,default
01-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,39,3,2,2,32,0.85,48.1,2.14,0,default
02-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,31,3,2,1,25,0.69,21.0,1.18,0,default
03-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,36,3,5,2,26,0.63,34.6,0.83,0,default
04-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,33,3,2,0,28,0.97,32.4,2.11,0,default
05-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,24,1,1,0,22,0.74,29.9,1.57,0,default
06-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,21,2,1,0,18,0.67,46.3,2.49,0,default
07-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,42,3,2,2,35,0.71,42.7,1.05,0,default
08-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,38,4,1,2,31,0.94,26.8,1.26,0,default
09-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,34,1,3,1,29,0.77,33.8,1.87,0,default
10-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,27,3,3,2,19,0.99,36.2,1.07,0,default
11-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,40,5,1,3,31,0.71,41.7,1.14,0,default
12-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,40,5,2,2,31,0.86,56.0,2.16,0,default
13-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,36,3,3,1,29,0.64,36.3,0.8,0,default
14-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,45,4,3,2,36,0.83,45.3,2.03,0,default
15-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,42,6,2,2,32,0.7,27.5,1.77,1,default
16-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,41,3,2,1,35,0.88,42.9,1.05,0,default
17-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,36,4,3,1,28,0.65,45.1,2.01,0,default
18-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,37,2,2,2,31,0.95,42.7,2.36,0,default
19-02-2026,PVT_MAX_SAK,Max Super Speciality Hospital,private,New Delhi,Delhi,26,2,2,1,21,0.77,28.2,2.3,0,default
24-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,28,0,1,1,26,0.83,38.9,1.47,0,default
25-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,26,1,1,0,24,0.93,46.2,2.71,0,default
26-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,32,1,1,1,29,0.74,52.6,2.03,0,default
27-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,32,2,1,1,28,0.63,49.6,2.42,0,default
28-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,27,1,0,0,26,0.95,48.3,1.28,0,default
29-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,34,1,3,0,30,0.9,28.9,1.67,0,default
30-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,44,2,8,3,31,0.95,35.1,1.67,1,default
31-08-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,36,1,2,1,32,0.68,33.9,1.92,0,default
01-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,37,1,1,1,34,0.83,46.2,1.98,0,default
02-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,36,1,2,2,31,0.97,16.5,1.76,0,default
03-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,21,0,0,1,20,0.87,49.8,0.73,0,default
04-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,25,0,0,0,25,0.89,38.2,1.85,0,default
05-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,46,1,4,2,39,0.82,57.4,2.01,0,default
06-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,27,0,1,1,25,0.93,49.1,1.89,0,default
07-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,28,1,0,1,26,0.72,43.0,1.34,0,default
08-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,36,0,3,0,33,0.62,34.2,2.55,0,default
09-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,45,1,0,0,44,0.9,44.0,2.77,0,default
10-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,29,2,2,0,25,0.77,38.2,1.9,0,default
11-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,38,1,0,1,36,0.83,44.4,0.76,0,default
12-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,35,0,0,1,34,0.65,32.6,1.72,0,default
13-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,37,1,0,0,36,0.87,35.9,1.11,0,default
14-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,32,2,3,0,27,0.72,43.5,2.21,0,default
15-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,43,4,2,1,36,0.7,37.3,2.14,0,default
16-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,25,0,0,1,24,0.78,35.6,2.36,0,default
17-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,41,2,1,2,36,0.96,40.5,2.37,0,default
18-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,30,1,0,0,29,0.69,26.7,0.66,0,default
19-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,30,0,2,0,28,0.74,59.3,2.15,0,default
20-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,31,1,2,0,28,0.82,37.2,2.2,0,default
21-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,30,0,0,0,30,0.87,18.5,2.7,0,default
22-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,29,0,0,1,28,0.67,40.2,0.81,0,default
23-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,32,1,1,0,30,0.97,54.1,0.84,0,default
24-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,38,2,2,0,34,0.86,35.7,1.53,0,default
25-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,29,0,0,0,29,0.76,43.9,2.3,0,default
26-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,38,0,3,2,33,0.69,49.3,1.77,0,default
27-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,35,1,1,0,33,0.63,43.3,2.26,0,default
28-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,23,0,1,1,21,0.79,29.9,2.63,0,default
29-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,42,0,2,2,38,0.68,54.9,2.14,0,default
30-09-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,20,0,0,0,20,0.79,37.9,2.48,0,default
01-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,34,1,4,1,28,0.71,31.8,1.47,0,default
02-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,33,0,0,0,33,0.74,19.6,1.72,0,default
03-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,31,1,0,0,30,0.7,49.8,1.89,0,default
04-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,27,0,0,0,27,0.83,30.6,1.47,0,default
05-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,35,2,1,0,32,0.69,44.9,1.74,0,default
06-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,30,0,1,0,29,0.79,32.8,1.58,0,default
07-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,36,1,2,1,32,0.71,35.4,1.95,0,default
08-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,28,0,0,0,28,0.72,39.2,2.1,0,default
09-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,44,2,3,0,39,0.84,41.7,0.98,0,default
10-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,26,0,1,0,25,0.58,31.4,2.38,0,default
11-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,34,1,3,0,30,0.95,50.9,2.01,0,default
12-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,32,0,1,0,31,0.69,43.8,1.78,0,default
13-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,29,0,0,1,28,0.87,33.5,1.99,0,default
14-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,34,1,2,1,30,0.64,52.5,1.75,0,default
15-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,28,0,0,0,28,0.94,49.9,0.87,0,default
16-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,44,1,3,1,39,0.95,38.5,1.39,0,default
17-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,35,0,0,0,35,0.64,4.5,2.33,0,default
18-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,27,0,0,0,27,0.93,42.3,2.63,0,default
19-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,22,0,1,0,21,0.69,28.4,2.38,0,default
20-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,34,0,0,0,34,0.64,23.3,1.11,0,default
21-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,30,0,0,0,30,0.59,41.5,0.63,0,default
22-10-2025,PVT_MEDANTA_GGN,Medanta – The Medicity,private,Gurugram,Haryana,33,0,0,2,31,0.64,45.4,2.79,0,default
